Translated_TEXT,Sentiment
thank you easy to get plane tickets,positive
"I want to see the price of the plane, isn't it like that every time I open it, I'm disappointed",negative
really helps the family if you want to travel,positive
dcfdf fff fresh grads,positive
"the latter pay is gone, just use it",negative
hotel tickets are pretty bargain,positive
"Be careful with the PSWAT ticket refund application, there are so many crazy cuts",negative
"it's not clear if the ticket is backwards, then it's difficult to get a refund",negative
really good help n good price,positive
"The refund notification application, the result of the message number, has been deleted, the funds don't arrive at the strange account",negative
Tzmpilan photo poho gallery cut into pieces.,negative
"a lot of cooking errors, the usual bal hotel costs up to a million crazy, it doesn't matter, it's okay",negative
"It's really impolite to ask for a refund, don't return the money, cut it big, hopefully it'll go bankrupt soon, amen",negative
"great, hopefully the first time you get a satisfactory hotel",positive
is the best for me for a long time,positive
"If you log in automatically, fill in the data, if you want to buy a train ticket, you just have to enter the data, you already have logged in the data already lol",positive
how to quickly buy tickets thank you,positive
"I'm really disappointed, it's really bad, the previous one, the paylater limit was million, so it's million, when I level up, the email comes in with the word pay, it's often late, I'm due every month, I haven't paid first so I've never been late, as long as I use paylater anyway, proof of paying everything from the start of paying or not I've been late for samsek but the cutting mat is because it makes sense, for example, in a few months I can't sell well, I've given up so much",negative
it's a good app if you have a pelni ticket,positive
how come it can't be installed if the memory problem is already big kk how come it still can't be installed,negative
it's cool to order and then it doesn't take long for the price,positive
simple and easy to use the application,positive
"great price, even though different accounts have different prices, almost x times",positive
"the initial ticket price is taken by someone who means the process, how come the price paid is what is the problem, how come the year's service is so different yet",negative
"always satisfied, the application really really helps me, thank you",positive
It's easy to use the application to buy hotel flight tickets,positive
"Thank you, I was not able to get cheap tickets for out-of-town trips, but I still give good things to customers who are always successful",positive
It's very easy to buy plane tickets,positive
well how come it doesn't log in to the account but instead logs in to a new login even though the same email has been logged out then logged in it's still the same in the new account then where did the old account go try,positive
"hello, please help login, install the new cellphone, I moved the stack, select the country, language, continue the Xiaomi Poco M Pro cellphone",positive
k m mmmn if ldo you want lzx please d mm m xlmm,positive
good easy if you want to travel,positive
"every time you open the application, it's always new, update April, now April, I want to update, hadeeeehhhh",positive
The OTP number was sent until Batak paid badly,negative
"it's easy, there are lots of promos, very recommended",positive
the application party if the bus seats are full of bright fish the seats are full of martial arts top up money how come the seats are full of money the top up is so difficult to return,positive
"if the management changes the flight schedule, the notification is clear, the ticket booking friend changes the notification schedule, it's not clear, it has to be refunded, fortunately, check the airline's own application, thank God, the new schedule across",positive
"How come the menu for cinema tickets, even if how come you make a list, what's wrong with that?",negative
thank you hopefully getting better smoothly,positive
very helpful service to buy tickets online,positive
"Easy application, then order online, time constraints, competitive prices, reach, really recommended",positive
"great, dufan, the promo doesn't bear buying the apk",positive
"if you want to offer a paylater, fill in the correct data, how come it's valid?",positive
Smapren really helped me because the net is strong,positive
what does the developer mean by updating the application every day so that the download rating is high like that,positive
success always if canceled quickly,positive
"the paylater list is hard to beg for mercy, ordering a hotel, paying for check-in is also complicated",positive
"don't believe the promo ads, the promos are bullshit, the claim voucher is full, the conditions are right when the coupon is inserted, or not",negative
"I want to ask the usual party, if you buy plane tickets, check in online, how come the online check in application is gone now",positive
"very helpful on the road, which often travels fast, accurate, accurate, hopefully it will be good",positive
good level continues to reward for subscribing,positive
"very helpful, book a hotel, tks",positive
complete how to pay atm step by step to transfer large amounts of money to the horror of the wrong transfer method,negative
easy application to find a place to stay,positive
very helpful fast reservation,positive
"I have signed a collaboration contract for the money application, it's not really clear, I can't withdraw premium funds first",negative
"The application is really bad, boy, when the application code bombed EXP, but it's already EXP, even though I already paid the money, boy, it's a mess, boy",negative
"Download the apk, don't save the cellphone",negative
"the story of imagination, please be long-suffering, you need to be patient, technically, full of forms, meaning, quality, quality, road stability, place, Jakarta, Indonesia",positive
"using the application is very helpful, the price is fixed in front of the machine, it's easy",positive
very satisfied back home ahhh,positive
how come it's even difficult to update to even find a city to fly to or not,negative
"good service, once refunded the day ticket, it was immediately disbursed, I entered the account number, thank you",positive
"cancel, cancel the installment ticket, refund the active installment, you credit the phone, spend credit, only the sound of a robot talking, hmmmm",positive
"even though I've never gone for a promo when I want to watch a game, it's annoying, that's okay, how come that's all, assalamualaikum warahmatullahi",negative
"naturally, I have refunded several times, all refunds that have been asked to return account money, uncertain times, how long it will take, fast money, just be patient",negative
"I just pay later, still acc, even though I often order hotels",negative
"it took a long time for the application to not be clear, starting from the terror number, the paylater was used up. X days later, the phone limit went down, suddenly the confirmation receipt took a long time to get tickets to grab people, as a result, it failed, disappointed, disappointed",negative
"It's great, it's not complicated to arrange a schedule",positive
there's time when this apps really such a help such a good old day it's not now i can't do anything with the apps even after i updated it,positive
"Really, I want to reschedule the bus ticket, not just paying for the ticket, I thought using the app would be easier, but I'd like to lose all the money, where's the return ticket",positive
"it's very easy to order, use the promo code, there are lots of promos",positive
"great, sometimes the application suddenly opens, delete, reinstall, new lag",positive
"I swear the game is really good, the game knows five stars, oh my, it's a cool game",positive
"okay, it really helps the service",positive
it's good but some airline vendors are naughty,positive
"I'm sorry I dropped the star so I'm stupid, the application after updating doesn't open",negative
"great to use, please easy to take care of the road",positive
trusted to take care of fast refunds i love local ota,positive
don't download the comments are bad,negative
"I want to reschedule the loading ticket, I'm fine, I'm annoyed, DM Instagram, the response is slow",negative
"I don't know the contents of the standard street address, the name of the housing complex, the sub-district head, the house block, the house number, the postal code, I don't know, I don't know, I'm not rich, I just go here and buy plane tickets",negative
give a good star application,positive
"great, new, even the application is slow",positive
I live more comfortably using Agoda,positive
"safe, comfortable, fast in buying train tickets",positive
"the paylater limit is always paid, then it doesn't use it for a long time, you know the block says the account is broken, it's not clear",negative
"It's really bad, I can't log in with the wrong password, I always don't forget my password",negative
"thank you very much, it's easy to believe, keep performance",positive
"Read this seriously, it's important for a personal nature, if you order for a trip, it's better to just use the official one, don't use it between kek gin, if it's a serious obstacle, if you want to run, your plane wants to claim it's a loss, if you're serious, you're told to pay the core of the loss",negative
I hope you can get paylater from using this application very much,positive
"I'm very disappointed that the limit has gone down, I've never been late to pay for the date I paid, I've never been able to order it for the coming week",negative
"fired the staff, wanted to order a plane ticket, SMS OTP came in",negative
"thanks, I always use it to service road tickets",positive
"just submitted a paylater, refuse how do you want to be used, thank you for refusing",negative
it's easy to find a lot of homestays,positive
"The application isn't clear, the paylater doesn't work, haha, it's hilarious",negative
"hmmm I'm tired, tired of filling in the data, when I click buss, the ticket runs out, how come there's no sign when I click, sorry, the ticket runs out, it's not clear",negative
"very disappointed, ordered the wrong room for the Wisma Palopo area, after paying, the place was said to cooperate, the message came in, so use the right to pay, then it's clear",negative
"the server was bad in nature, once in Surabaya, I booked Sunday, departed, ticket prices, even canceled the airline, that's it, there's no responsibility for returning the funds.",negative
"Book a hotel ticket for a holiday here, guarantee it's practically affordable, get a highly recommended coupon",positive
thnkyuuu really help hopefully the future is better,positive
"I was disappointed that I asked for a refund for the canceled flight in full cash form, the return form according to the funds requested, not in the form of a credit voucher",negative
"How come you don't check in online there, it only says that the ticket has been issued, it's clear",positive
The joke application wants to order a bus ticket instead it always displays an item screen,positive
"The application is very helpful, great for transportation, it's a shame you don't check in online, it's a good application that used to be",positive
"okay, the contents are complete, you don't need to be difficult, it's hard to get confused, how do you use the satset",negative
why do you want to enter the paylater if the address fails then,negative
"why is the abs being updated, but can't access it once, please fix the system again",positive
don't show too many ads that don't have a good connection apk,negative
"the new update has lots of pop up ads, closes the screen, just closes the screen, do you want to book a hotel quickly?",positive
time to use a secure base paylater,positive
after the update the error continues to make it difficult,negative
the more promos the cheaper it's easy,positive
"very helpful, okay, really",positive
"good job, fast response, refund",positive
"really disappointed from getting the limit to get down to a million using it, max is never late, even always pays before it's due",negative
"it's hard, sometimes the application is white blank, sometimes it goes round and round, it's not clear",negative
"thank you for looking for a solution to change the flight schedule, hopefully the future will be better",positive
"Please help, don't enter the account, verify the old cellphone number even though the new number is registering for an account",positive
Free ichitan coupons from Alfamart results from exchanging points without claiming no good solution from Alfamart Small value promo points sign from Credible Seriously Compatible Accommodating for business operations Offices that need invoice bills from hotels need manual invoices from Dr.,positive
"How come you bought insurance tickets, all in total, according to when you want to pay, the price list is almost a thousand, check the list, the normal price is not listed, when you want to pay, the list is almost thousands, even though you subscribe like you want to be mls",positive
paylater blocks notifications because it hasn't been used for a long time even though it always pays on time,negative
good so that there are no problems when I get tickets,positive
"the more stable the posture, the easier it is",positive
"buy a bus, write a real rescheduling, when you ask an agent, you can't lie, right? That's the agent's number, what if you want it, so you can't reschedule, ask cs, it's not too helpful, the message number says it's active, even though it's clear it's active, pay more attention to the ticket price, it's pretty good",positive
"Garbage, already ordered for the airport, instead of arriving at the airport, I'll give you true, honest information, then where are the good nets, it's really hard to open",positive
"bad service, old order new plane ticket, notify cancel competent commit",negative
"How come there's always an error during the new version, it's really hard",negative
"hello admin, if the flight reschedule always fails, reschedule regulee is empty, then reschedule plus, instead there is a system problem, help admin, thks",negative
good service fast easy access,positive
sometimes we don't have much time and you give a solution thanks a lot,positive
"it's good if you have problems, don't take long, the process takes at least an hour to break up",positive
"very helpful, thank you, I'm walking, so I don't get paid",positive
"it's good, it's just that sometimes the jrig crashes",positive
crazy apps that use wifi don't just delete friends,negative
plus lot rah obviously good soon,positive
"Thank you, you have helped a lot to choose the plane, and the suggestions, please add more flight routes that have previously been in Bengkulu, Malang, Malang, Bengkulu, Lubuk Linggau, Malang, Lubuk Linggau, if it's not an area, please reach the airline, thank you",positive
it really helps a lot to choose a plane from the suggestion please add a flight route first Bengkulu Malang Malang Bengkulu Lubuklinggau Malang Malang Lubuk Linggau KL is really not an area please until the airline thank you,positive
when setting the Indonesian language download application it always appears failed the internet is broken even though the internet is good both using wifi and the same data package,negative
"easy application to use, many select promos thank you",positive
paylater is not clear in March refund limit ticket installments are still running paylater isn't late month down period x level limit from jt jt sorry hbs this transfer is very very disappointed it's not clear the calculation,negative
Very helpful in finding plane tickets and hotels,positive
very helpful but I never gave a reward,negative
I wish traveling doesn't have money,positive
paylater boongan collect data regret failed registration x,negative
great treveloka online service is very good,positive
"after the update, it's getting even worse, I've tried uninstalling and reinstalling, but it still says good, bugs that smell disgusting, even though the cellphone already uses technology, isn't it?",negative
"It's fast to process the return of mackpai's funds that have been cancelled, then I want to order a ticket, how come the funds haven't come back in days?",negative
"Unlucky application, different cellphones, different prices, check first, buy tickets, same flight, same airline, same flight hours, same plane, same price x times more expensive, right as an honest review, not recommended",positive
"the apk suddenly doesn't open, lags and keeps using wifi, it's still not good",negative
"It's really bad, just serving the rescheduling period, it's really bad, I just gave up and immediately uninstalled it",negative
the cs operator is very helpful,positive
Hopefully disappointed trust all consumers,positive
"the beginning of the star, now I give it a star down, it's getting worse, the access is running out while waiting for the flight schedule to close",negative
The customer chat service class is really bad,negative
refund the money that returns the loss,negative
"very helpful, easy to use, complete",positive
"an application that is very helpful when you are in healing, if the paylater is giving change to cash for holidays, it will be calmer and more comfortable when you need chest funds",positive
"the service is good, the re-schedule process is easy, the refund process is easy, fair, even if the refund is paid, it takes a long time to pay in full, the schedule is canceled, the airline hopes that the service will be good, hold the level",positive
"very helpful, it's easy to order by air, thanks for continued success for the people",positive
CS response is relatively low because the operator is ready to be responsive. Customer problems need fast hands,positive
"the update doesn't even open at all, writes, gets a connection problem, even though opening the application requires using large data, no problem at all",negative
very helpful when checking tickets back and forth,positive
the best is it's easy to choose a travel hotel discount,positive
"The app still crashes every time I enter the details of the plane I'm using, but it actually exits the menu from all OS selling interest tickets at no additional cost, please fix the app's specs, don't get high, I'm sorry for those who have cellphones with low memory, it's hard to use the app",positive
"it's cool, I hope you get the paylater back after it's frozen, amen",positive
easy way to find which hotel,positive
penny plane ticket system error continues,negative
"thank you very much, the level limit always upgrades up",positive
"the account is difficult to access, stuck, the bird logo, uninstall it first, then install it a few times, it's natural, so it's comfortable to access if you keep going, if the device isn't a lot of apps, it crashes",positive
"the application is difficult to refund, very disappointed",negative
"lack of road updates, ka new to Blambangan, Semarang, Banyuwangi",negative
"delete my data, don't use it wrong, thank you",positive
like change schedule yummy notifications,positive
cool really helps with crucial love conditions,positive
"super, very helpful for a long time, thank God, the subscriber has been successful for a long time",positive
"Very helpful for the Treveloka application, like using Treveloka, it's easy to manage everything",positive
"Paylater aims to keep things safe, so what's the point, min, dissapointed",positive
verification failed and instead read the message timeout ran out of money,negative
"very disappointed at the loss of customers buying bus tickets, want to change the schedule, which date I have paid, it's a loss",negative
"how do you want to send a refaund email to use it because you don't have a password, please help",positive
"I can't download the Indonesian language package, it keeps disconnecting when I want to download it",positive
mantaapp lots of discounts on credit card cooperation,positive
"OK, thanks for the info on the departure, about the likes according to the height of the compensation plane",positive
the app is easy to manage ordering to buy road tickets,positive
really helps holidays easier,positive
easy process fast lots of promos,positive
"the payment is often in trouble, it's fixed, it's already trouble from a different bank, bri, it gets hit by bca, even though it's been debited, how come you're lazy now to use it, if the problem continues to make you panic, it's better to switch the split application",negative
thank you for helping cooperation,positive
"I'm confused, so I want to book a return flight ticket plus a hotel, how come it's so complicated planning a family day staycation, how come it's complicated to take care of the check-in date, what's the use of the hotel flight feature, then?",positive
thank you for checking in so it's easier to be loyal for years,positive
bad bad bad just use it once and feel dissatisfied,negative
great to choose a seat,positive
thanks for making our easy to travel and more innovation for your promo,positive
now so garbage app take break up party notify two party,positive
"super duper bad service, the refund feature is just long, the worse is the notification of departure, for example, if you change people, guarantee that you will stay on the plane, your money will be forfeited because the refund feature will be displayed",negative
"easy, good, price, trustworthy, many applications for blessings for work, Amen",positive
"So, when the driver wants to go bankrupt, the registration money is lost badly, the cheating style",negative
"fast, easy, lots of discounts",positive
"Very good apk, smooth constraints, thank you",positive
"first, if you go, it really helps you use it",positive
"It's not clear what Paylater is for, if you don't use it, it's useless, isn't it clear?",negative
"the application is very good, the service is slow, like a split application",positive
"good application, transferring, paying for hotels using the app, failed to issue a voucher, very satisfied, because the money can hold, delete the application, my heart for all applications",positive
"Bintang, never been late to pay a bill, suddenly it's really urgent, really need it, can't use the payment",positive
"the paylater over the funds didn't pay right away, it took a long time, the funds were paid off, the letter of payment took a very long time to issue a promise to leave the complicated system",positive
"quite satisfied because the response was fast, the point is that it's a very good recommendation for traveling",positive
so it's simpler easy to arrange accommodation when away,positive
"Very disappointed, please update bank promos, many have expired, for those who haven't expired, but it's useless",negative
very helpful to go to the city to go cheaper than checking in directly at top markotop,positive
"wow, come straight to a cheaper hotel, dude",positive
"it's very helpful to have a personal application, thanks for the benefits",positive
"sometimes I like to be weird myself, to take care of it, instead of loading when I write, please wait for the page to be processed",positive
flight booking cancel pret messed up the schedule,negative
"Why is it so difficult for me to order, I already have full requirements, but why don't you please be kind",positive
"the taikkk application is not clear, buy a plane ticket, take turns, meet the clinic, the application is deceptive",negative
thanks easy mes plane tickets,positive
very good hopefully lots of promos,positive
Disappointing refund until the second is not clear,negative
"In the beginning, I often used it, it was very satisfied, but why now, how come it's difficult, even cellphones, all apps but errors always write a yellow box, I get a connection problem, the page you might see may not be the new version, reload it, even though it's a new version and it's always updated, but why are all the features ordered, starting from airplane tickets it doesn't open at all, the problem is from the cellphone or if you just force it to be removed, replace the emotional one",negative
"I'm confused about the paylater value system, how come you use paylater too often, instead you say bad credit behavior is not a problem if you often use the paylater, the problem is that if you are late paying, you should continue to pay smoothly",negative
"the application features returned, how come the error continues if you use wifi, open the web, it doesn't use data, it uses data, it doesn't even connect to the search feature or not",negative
"the application is so difficult when you want to update your cellphone number or not, then try to log out when you enter, select the cellphone number method or the email when you click on one of the accounts, it's different, even though when registering an account, use the sm email, the number must be when you log in, use the same email number, when you register the account, you have to be the same, how come it's different?",negative
the studio helps in all ways,positive
good hold the level of customer satisfaction,positive
"very helpful, easy to find travel tickets when needed, thanks",positive
"Thank God, the penny process for the final ticket can go home quickly",positive
the application how come the page keeps restarting even though I've deleted the download it's still like that,positive
"I'm a bit disappointed, because the limit goes down right away because I use all the limit, what's the limit for if that's the case",negative
"sorry, not yet, the points were lost, the points were lost last month, the remaining points, thank you",negative
"I want to log in using email, I don't send the code, it doesn't even open anymore, I'm waiting for a minute, try using SMS, it doesn't even send anything, the mince is sleeping, so it won't send",positive
"I'm very disappointed with it. I'm far away from Jakarta, Bandung. I want to stay overnight. I use the application. I order a hotel date. My application has chat with CS but doesn't answer anything, thousands of anguss money",negative
go ahead with the refund process for the booking ticket fund now bomb the confirmation process continues with the old hook refund now bomb how does it work money has been going out a lot wanting money,negative
very helpful to use since I hope it will be more successful,positive
"Change the flight schedule, good information, then email the phone number, clearly the profile, even though the email is the phone number",positive
"very helpful to buy hotel train tickets, thank you",positive
"it took a very long time to use the service, everyone needed to travel, the family was very disappointed, they just informed me that the hotel had been cancelled.",negative
very very very disappointed for difficult people,negative
"error bro, the application for setting the address by manual continues to be wrong, according to the wrong GPS, hadew auto install the application",negative
Thanks for the email reminder asking for a refund account number for the year's transaction and it's just been sent out,positive
"please edit, depart for the bus with an Indonesian brand, different hours, sorry, please, if the action is an attempt to change the stars' wages",positive
"I just want to ask, admin, I can't find anything, the Cinema APK menu is missing",negative
very disappointed ordering a refund but the bill still appears after it's clear the refund is the same day instead of being told to pay interest it makes a lot of sense,positive
change the seat booking fee so pay what's wrong with the system,negative
"admin, why is it that when I want to send a ticket, it takes a long time to load, so it doesn't appear, fix the connection, if you want to rush cents, it's not very comfortable",negative
the online check in menu is missing,negative
"very bad experience with customer service, the problem hand process",negative
"Thank you, those who quickly returned the refund, asked for a refund on March, the funds have been entered into the account, thank you",positive
"it's good to enter the gebyar cooperative, do people close to people know win, fair, fair, wise prize for everyone to join the vibrant cooperative, everyone needs a vibrant prize",positive
it's stupid to change the ticket schedule to want to pay even though you don't have to do that,negative
its a good app easy fast,positive
the application is very helpful for easy hotel bookings,positive
"it's a good application, sometimes the payment uses a credit card",positive
it's difficult to register for a difficult payleter,negative
"I want to refund a ticket every time I upload a KTP photo, how come there isn't a bug in the application",positive
"the service level is better, it's more practical to queue up ribers",positive
"very good, young in what transactions",positive
"the email account was misused by the verification party, even the selfie ID photo, the ID card, the weird usage period of the email",positive
"it's easy to order tickets here, it's cheap, the process is fast, you can get points, thanks",positive
"how come you receive cash even though I don't want it, why don't you want it?",negative
"Confused cashback coupons, it's better if you don't need a real php promo, instead you have cashback at the Hadew hotel",positive
"win a lot, this application makes messages not rescedule, no refunds, no refunds",positive
"didn't open, asked for an update, failed",negative
"it just takes a long time to log in, it's really hard, kntl",negative
the better thanks for the easy,positive
"Good application, believe me, hopefully the promos will get better",positive
"now it's expensive, everything is expensive, go down first, Semarang, Jogja, Ternate, jt, now, jt, jt",positive
"it's very good, even though I made a wrong transfer, the service is still good, thank you",positive
BSI bank please enter payment mode please,positive
"the service is very satisfied, the cust care is responsive",positive
"add features, choose a room with a different type of bed, order a hotel room that has more rooms, so that it will be cooler, if the hotel room has more rooms, different types of beds behave x don't order, don't order, rooms with double bed rooms twin bed rooms sell well x feel comfortable, lack of innovation",positive
very satisfied using the fast response apk help,positive
"The application didn't used to be when I used wifi, the entire promotional menu didn't appear, because I got a connection problem using a data package, all the menus appeared earlier, all came back",negative
"what do you want to update, ask for an update",positive
"Ads are very annoying on Google full ads, it's hard to scroll for a long time to uninstall this",negative
"the application doesn't work well, the proof is that almost all of the stars are wrong with the uninstall application",negative
"It's very bad that money is put in and it's not withdrawn for reasons like even though it's been a year since the betmen trap for people is hard, God, I regret putting money in money, until now, the rest",negative
"virtual number to use even though leveling up always pays on time, please explain",positive
a crisis of trust related to payment transactions is always a service problem so,negative
"it's really bad to buy a car rental hotel, the prices for all of them are not clear, the main thing is to rent a car, pay close attention, pay outside the bargaining price outside of gasoline, definitely the zone area, aama gasoline, right, you can get a rental stake in the city of gasoline, thousands, already fill it, please use the suggestion for improvement, thank you for the update Already connected, the solution is still bad, the answer is repeated",positive
the refund process takes a long time and the cost of cutting a lot even though not one day has been canceled because of the wrong date or month of the heart,positive
"really help, need a ticket to get out of the main city going home for Eid",positive
"As for complaining, about paying installments after contacting cs new email, the party is responding to resetting the payment, giving optional payment, you can pay via direct transfer, independent account, the problem is clear, for the front, please be careful with it again, because the impact is not interested in using paylater, like fear of the name paying smoothly, thank you",positive
the most annoying ads on the entire platform,negative
the paylater system is really bad,negative
"Easy app, lots of promos, almost no bugs, hold level trs",positive
"paylater is disabled even though the pay is good, the reason is that it doesn't make sense, that's why the promo is always useless, the reason is the quota is full",negative
Disappointing the phone continues to be very annoying,negative
parzan liparta is the best,positive
Super Air Jet doesn't check in online,positive
"every month there is a bri pay later credit card statement fee, even though the transaction is very annoying and at a loss, it's hard to close",negative
the error keeps on going into business until it gets annoying,negative
"this is the first time I'm using it, hopefully it's trustworthy",positive
"I want to ask, do you have an Indonesian Malaysian account? If you book an airplane ticket, the application, of course, can pay using rupiah, I'm afraid the ticket will be forfeited, so another one, my passport has run out, if your ticket is forfeited, please answer from Travoloka.",positive
good service fast process thanks,positive
"it's really useful for preparing for a holiday, the accommodation UI is always updated, fresh, makes you feel at home and cool",positive
"How about I bought a plane ticket, paid, paid for the status, the status of the purchase process is delayed, please be responsible for returning the money",positive
"I regret opening a gold account, the balance of which has a year's fee, why don't I work with those for gold, if you know what it used to be, you can't open a gold account, it's enough for airplane ticket transactions, booking hotels for gold, using a more flexible app, the balance won't settle",negative
first time using hope happy,positive
"the airline canceled the money change, instead it just took a photo, it's quite a million people who are responsible for the airline's application with Mala",positive
"great, very helpful, user friendly, often in big promos",positive
"it's hard to pay, pay bills, open paylater for paylater, then click pay, always on the main page, keep contacting cs for response",negative
because of updating apk searching just laugh at it wkwkwkwk,positive
"the process is fast, happy every time you change, always give news, be responsible, thank you, hopefully the future will be better",positive
I hope you always keep fasting and subscribe to lots of promos,positive
"cool, how advanced is it practically?",positive
"merifunding my ticket was canceled by the airline, but instead I got deducted from the million, but it came back, it's just that I'm really disappointed",negative
"Finally, the application often hangs even though it is updated, it's good",positive
"It's too bad I paid the paylater to fall in turn, I want to use the virtual number, it keeps failing yesterday, it's strange, the apk pays on time, it keeps failing when I want to use it",negative
"My paylater is deactivated due to the pandemic, now it's just new normal, it's not active, it always pays, it's always when I'm healthy, I pay healthy",positive
"I want to ask for the plane ticket that flies, immediately check all transit",positive
I hope what I ordered is appropriate,positive
"Disappointed to buy plane tickets for thousands when paid, so real insurance includes asking for it",negative
"I'm really very disappointed because of the promise that no later than the day the refund will be seen, the real account is zero pay, turn around quickly, super slow, work professionally, even the date the refund money is in the account according to the promise, somehow it works like nature works",positive
"Why is the old application having customer service via telephone who answers the computer? I want to ask for a refund because the place is closed, it's difficult even though what was canceled by your party",positive
"hope the ticket is not looking for a profit, it's not fair",positive
"cool, easy to use, very helpful",positive
"I was very disappointed that I managed to pay, but from the hotel I received a message from Dr. Alhasih, the money I paid was paid by Hitl, but the evidence was that trveloka deleted the order, even though I paid my money",negative
"it's really difficult, the help center application is also difficult to contact the most confusing application",negative
"Good afternoon, I want to ask for a new update for the application, then the Vivo Appstore update, both Google Play Store",positive
sorry I uninstalled it because it's useless so it's a bronze priority limit million but I use it even though I always pay before it's due the settings are even more unclear,negative
"Disappointed, problem with ordering tickets is over",negative
"buying airplane tickets is easy, sometimes the prices are cheaper",positive
Want to pay for tickets via BCA error continues,negative
really help walk honey discount at least pay a little discount,positive
even though the report changed the date of flight hours but the responsible party even though I telephoned the initial stay well instead gave me the first flight schedule but why when I saw the email instead I refused instead I asked the airline to phone even though the time the airline was flying I even directed the airline to complain directly pdhl I have subscribed I am very disappointed,negative
My cellphone error application has been uninstalled and re-installed doesn't work,negative
for which traveling is very easy,positive
"Very disappointed to order a flight ticket to Timika, Jambi, the date has been postponed to the Timika Makassar date, which is from Makassar Jambi, the gc is reasonable, even though Redfun still feels like a loss because the money is intact, the redfun term is very long, very disappointed",negative
pay for a train ticket according to the nominal value e ticket issued by the train departs to complain then Instagram the email application solution answers the robot asking to wait even though the proof of transfer is all complete with complaints then the call center is all busy really disappointed,negative
"Yesterday, March, Monday, train tickets, train tickets, what is the gambir klaten ticket, pay according to the nominal Rp. Pay then m banking, e-tickets are issued, now the solution is completely chat, answer the robot",positive
"the menu for the cinema, how come there isn't any, it's weird, I want to pay a ticket to watch it, I'm confused, it's annoying, please be kind, thank you",positive
thank you follow up my discomfort I'm satisfied,positive
error loss notification system messed up very difficult to talk to customer service all answer questions please wait for problem ticket day,negative
very helpful easy to order tickets,positive
"paying for a credit card is always a problem with the transaction, the result continues to be issued by the bank, even though the final maturity date is natural, it is slow to pay, even though it was paid for in March, customer service, call center behavior, customer behavior, if the transaction message is active, if there is a problem, then the chat response is very long, it is worth deleting the application",positive
Been late paying paylater but since covid playlater can be disappointed,negative
an application that is very easy to buy promo tickets often,positive
"Disappointed, complicated refunds are not clear",negative
"The interactive customer service is ready, the phone number of the machine operator is directed by chatting with the machine operator who answers if there are problems with the customer, think for yourself, help an interactive cs",positive
very helpful simple easy access,positive
"great service, lots of attractive promos",positive
ticket machine application is very relevant easy informative,positive
"money to take tickets, don't send people to go, don't think about it, it's very unprofessional",negative
"very very disappointed at the consumer's loss, the customer pays the proceeds to enter the account of PT Trinusa Travelindo, then read the word, because it interferes with the customer's fund system, it keeps PT Trinusa Travelindo wrong, it doesn't confirm the funds that came in.",negative
"very helpful, but I beg you to help with the refund process.",positive
"It's difficult to enter, already downloaded but uninstalled",negative
"The application sucks to buy tickets, transfer directly when the money expires, the ticket doesn't work",negative
"Disappointed day, paying for verification, even though paying the limit, of course, contact via chat, respond via telephone, answer via email, then respond, how much money is a loss, while you really need to buy a ticket quickly, for sure if you buy a ticket immediately refund",negative
"I've been using it for years, the paylater system is very disappointed. A few months ago, I used the limit.",negative
"Why did I finish buying a flight ticket, I paid for it, how come it immediately disappeared, the screen turned white, how come I can't get the booking code, how come?",negative
hard to penny bus ticket never results,negative
thank you very simple fast response,positive
"Very disappointed to order hotel tickets, tickets didn't come out even though the balance was cut using BCA chat transfers, didn't respond to money like this, I was very disappointed with the system for buying and selling at a loss",negative
"okay, good changing rooms, good rooms according to the price, thank you, hopefully the future will be more sophisticated, the service will be better",positive
it sucks to keep going to reshedule,negative
"Failed to leave, estimated date of payment, transfer hour, final hour, time limit, what if the time fails, it's a big loss when you fail to depart, don't want to buy a ticket, if you want, you will be a victim, follow it",negative
it's very bad when the money takes the transfer but the ticket comes out,negative
cent flight tickets haven't been verified even though I've already transferred I want to call the Hanpur call center at half an hour I don't pick up I want to edit the date of birth wow if it's successful it means it's already verified how come it hasn't even been verified yet poor booking code hasn't been verified,positive
"if you buy a ticket, it's okay to use the application if you order a taxi, the big no is really",negative
it's messed up already paid paid status failed verification,negative
"it's really bad to pay for the e ticket, it doesn't come out, instead the verification is delayed, the end of the deadline is up, then I don't know, tel chat, cs doesn't reply, instead, the cs function bot, why do I want a refund, can't just verify, haven't the money gone anywhere",negative
refund messed up once a few months answer disappointed,negative
"When I want to pay, I use banking Mandiri or BCA is even better, even though the tickets are already warped, I'm waiting for the time so that I can pay, it's already good, I'll fix it, please",positive
"the history of a great nation, the nation respects the services of its fara fahlawannya willing to sacrifice lives, property, escapes the capital of all fafua, despite the colonization of the Dutch colonialists, at the time the colonialists were very cruel, the colonialists over the world were devoid of humanity",positive
"How do you do it, admin, pay the deadline, of course, the time limit for paying until you pay is charged, but when you check again, you order the deadline, which of course runs out, even though you have paid, you have proof of payment, please follow up on the message via chat, but can't help",negative
"When registering, enter the last code, the number that calls, the SMS works again and again, it still fails, please make it easy to register",positive
"I feel like it's a loss, because at night in the Maros area, the order for the stay can't be found on the Google map, do you want a refund or not",positive
"I was disappointed to reschedule the ticket, the price of changing the ticket was correct, according to the final selling price, I was forced to refund, I just rescheduled the price, bought a new ticket, old ticket, as calculated, sorry, I forced myself to change the application",negative
