,FINAL_FIX,sentiment,confidence,label
2401,gak rekomendasi tiba tiket paylater non aktif aneh,0,0.9999265670776367,Negative
2403,moga pergi tempat lain alloh janji kang doa allah maha esa atas segala nikmat tentu atas nama cinta allah,1,0.9998619556427002,Positive
2407,kecewa promo nya makin kurang paylater nya tiba non aktif alas jelas,0,0.999942421913147,Negative
2408,jg th tr t rp air air bb b iya to theb b bb blm c qnv ww w,0,0.9998703002929688,Negative
2409,sangat sayang aplikasi gampang bobol sama bot,0,0.9999240636825562,Negative
2410,abis liat youtubenya prediksi bener komplit fiturnya langsung kesini rencana libur jadi gampang lah kok bnyk comment jelek mundur alon,1,0.9990043044090271,Positive
2411,gak lgi dah pake app,0,0.9998643398284912,Negative
2413,eror kadang gk bayar lewat alfamart,0,0.9999202489852905,Negative
2414,maaf ku kasih bintang satu soal gk jelas lanjut kena masalah bot tiket konser udah gitu gak pake bot kena cancel konfirmasi malah suruh bukti war pake screen record kata sempet ngerecord apa sangka oake bot minta bukti screenrecord pihak bukti pake bot terima kasih mohon kerjasamanya,0,0.9999340772628784,Negative
2415,if improve your app to kick bot means decrease your sells good luck lah gila orang sen baik udh apk lemod trakhir nya malah suruh refund perbaikin sistem masukin sprint kalian kasus,0,0.999816358089447,Negative
2416,sangat kecewa aplikasi henti ga laku bayar trus jual tiket konser,0,0.9999159574508667,Negative
2417,ticketing konser k pop semua gk jelas,0,0.9999332427978516,Negative
2418,mohon bayar tambah transaksi lewat apk dana,0,0.9997099041938782,Negative
2419,tiba maintenance padahal belum ga deh,0,0.9999213218688965,Negative
2420,sini tdk jual tiket bus bos,0,0.9999178647994995,Negative
2426,daftar aja susa pake gmail uda coba bikin akun gmail gak,0,0.9999046325683594,Negative
2427,aplikasi tdk beres bagaimana harga hotel tdk sesuai check in,0,0.9999231100082397,Negative
2428,pesawat pindah dri jam jam pemberitahuan soal gilir yg pakai travelok pemberitahuan nnya gimana sih aplikasi ga jelas rugi untung pindah jam coba pindah jadi percepaf gimana pihak aplikasi emang nya mau ganti tiket baik jangan lihat doang ulas klo ga mau nerima kritik bubar aja ni aplikasi,0,0.9999182224273682,Negative
2430,parah aplikasi pesan hotel daerah bromo lokasi nyata hotel nya lama putus mitra paksa bayar ekstra,0,0.9999281167984009,Negative
2431,poin gak busa guna kalo rb lah tau poin nya habis masa laku mending pake yg gak ribet tujer poin gampang gak rb,0,0.9998987913131714,Negative
2432,ngecancel tiket konser orang sembarang bintang bye tiket,0,0.9999141693115234,Negative
2434,laku bayar stuck tampil apa aplikasi sering kendala proses pesan mesti atas tambah kapasitas server kalau mau sisi aplikasi utama fungsi terima pesan laku improve proses lebih banyak order kalau nda atas besar mungkin customer pindah layan kendala terus pengaruh hasil strategi bisnis sudahdirencanakan,0,0.9999209642410278,Negative
2436,sering eror klo buat war tiket konser,0,0.999923586845398,Negative
2438,jangan jahat sama customer balikin dulu tiket seventeen org yg kalian cancel jgn egois,0,0.9996947050094604,Negative
2439,jangan asal cancel selidik lebih tanya lebih,0,0.9999029636383057,Negative
2440,mudah traveling sendiri terima kasih,0,0.9997239708900452,Negative
2441,tes dulu iklan delet soal iklan membewa virus buat ponsel error,0,0.9999275207519531,Negative
2442,gila aplikasi lu bobol ama bot njir bener ae,0,0.9999276399612427,Negative
2443,so bad sama tangan masalah until now gak jelas soal tiket bot tiket yg dicancel lainyaa,0,0.9999381303787231,Negative
2445,kecewa bgt ticketin konser bisa bobol sama bot salah sasar waktu cancel buyer pake bot lolos yg ga ngebot cancel,0,0.9999334812164307,Negative
2446,layan aman nya jelek banget beli tiket kok bobol sama bot wkwk kocak nih,0,0.9999357461929321,Negative
2447,sorry kecewa karna masalah bot yg ga pernah kelar,0,0.9999144077301025,Negative
2448,masa sih usaha gede colong jual tiket pakai bot huuu,1,0.9933172464370728,Positive
2449,kecewa banget ticketing konser asai bot sekarang batal tiket salah sasar bener bener kecewa transparansi nya sama sekali ngga,0,0.9999254941940308,Negative
2450,masak situs jual tiket bobol bot parah banget sih,0,0.9999265670776367,Negative
2452,kurang profesional menghandel tuk kamar apartemen yg sewa mhn maaf,0,0.9998791217803955,Negative
2454,ga pake aplikasi booking hotel tp sistem hotel masuk kamar dgn rate bawah yg pes ribet claimnya ujung nya nawarin refund padahal butuh kamar trtentu sy rekomendasi aplikasi,0,0.9999185800552368,Negative
2455,pls gausa install ges ntr sesal,0,0.9999303817749023,Negative
2457,kalo bintang tengah mungkin kasi bintang tengah dah ramah sama ticketing konser big no,1,0.9994256496429443,Positive
2458,smoga lebih milih mana bot mana jelema,0,0.9991311430931091,Negative
2459,aplikasi aneh jual tiket bobol bot,0,0.9999150037765503,Negative
2460,kok sih sistem bobol bot jgn kyk gin dong,0,0.9999139308929443,Negative
2461,payah aplikasi umur tahun bobol bot pesan yg batal malah pesan orang yg pakai bot kecewa,0,0.9999279975891113,Negative
2463,banyak tiketkonser cancel padahal ga pakai bot,0,0.9999210834503174,Negative
2464,aman sngat tanya awal tiketing bobol sama bot org yg jujur war sndiri jadi gk dapet habis drama cancelling tiket bagus sih tpi kalo jadi salah sasar yg jujur yg malah kena cancel nutupin masalah masalah maaf tiketing begini malah jadi toxic org yg war dgn jujur was takut tiket yg susah payah dapetin dicancel pantes buat dapet layan yg baik terimakasih,0,0.9999257326126099,Negative
2465,baik dulu y aman males kalau tiketing lawan bot,0,0.9999247789382935,Negative
2466,kalau mau ngecancel tiket cek ulang jangan asal cancel cancel masa gak pake bot cancel aneh,0,0.9999265670776367,Negative
2467,apk flop layan butut gaya an ngundang seventeen niat berantas bot malah kena orang jujur najis mending benerin dulu server lo baru banyak gaya,0,0.9999312162399292,Negative
2468,layan jelek gampang kena bot harus sistem lebih diamanini malah yg war jujur cancel,0,0.9999282360076904,Negative
2469,kecewa pas ticketing bobol bot terus,0,0.9999336004257202,Negative
2470,bintang satu dulu kecewa sama layan,0,0.9999111890792847,Negative
2471,sistem begini bobol bot heran,0,0.9999279975891113,Negative
2473,banyak yg baik kaget tau dana refund jadi tiket point  masa laku batas tahun masa hangus baik regulasi rugi buat client layan customer otomatis live chat layan customer yg pakai wa timbang eksistensi live chat yg jawab robot otomatis ganti judul jangan live chat,0,0.9999059438705444,Negative
2474,plis deh urusin dulu pake bot jangan asal cancel tiket orang enak jidat,0,0.9999305009841919,Negative
2475,tiket gue cancel alas gak jelas gak transparan banget dibatalin pihak,0,0.9999350309371948,Negative
2476,mau beli tiket ss susah cm sisa yellow mulu ga tau main dr promotor nya ato dr sini malesin bgt,0,0.9999374151229858,Negative
2478,alam ticketing sini buruk banget bahkan bot nyaa baik kerja nyaa,0,0.9999221563339233,Negative
2479,kupon diskon nya laku ramah,1,0.9997871518135071,Positive
2480,mau bayar paylater koq gak coba terus sdh minggu,0,0.9999300241470337,Negative
2481,aplikasi jelek pesan tiket konser purple udah hasil eh pas cek tiba tiba ubah jadi yellow sangat buruk,0,0.999933123588562,Negative
2486,sangat kecewa pemberitahuan kalau tiket pesawat jam ubah parah,0,0.9999246597290039,Negative
2487,kecewa tiketing konser be the sun banyak guna bot cepat responnya,0,0.9991777539253235,Negative
2489,bayar tiket dapat e tiket rugi juta memang bangsatt,0,0.9998983144760132,Negative
2490,baik live streaming makin parah lah nya,0,0.9999300241470337,Negative
2491,kecewa banget sumpah nonton streaming lag mulu yg malah buang waktu saa buang uang kecewa berat,0,0.9999402761459351,Negative
2494,murah murah tiket sini suka banget sama aplikasi,1,0.9997861981391907,Positive
2495,kecewa layan nya lama uang masuk lama kembali,0,0.9999353885650635,Negative
2496,min coba dong adakan tiket bus,1,0.9979588985443115,Positive
2497,masalah yg sama soal dana yg mau transfer datang,0,0.9999068975448608,Negative
2498,tiket pes mohon ganti metode bayar karena laku bayar milik masalah saldo cukup mau bayar cara jangan tunggu pesan tiket hangus laku mesan ulang yg hangus promo,0,0.9999209642410278,Negative
2500,sangat kecewa kata diskon tau tau eror gak klik mending aplikasi belah,0,0.9999363422393799,Negative
2501,sangat bagus fastrespon mudah erti terima kasih,0,0.9984545707702637,Negative
2502,cs nya ramah salah email selesai menit,0,0.9996887445449829,Negative
2503,css a wa tv b a,0,0.9999072551727295,Negative
2504,aplikasi aneh masa ga search terbang malah suruh ganti tgl pdhl traveloka tuh,0,0.9999121427536011,Negative
2506,payah masa gue war tiket lawan bot tiba tiba log out pas log in beda user fix aneh banget jelek bintang satu kecewa banget,0,0.9999388456344604,Negative
2507,aplikasi tdk bantu malah susah aju paylater tolak mulu mending pkai traveloka lbih cpt approve ktp ngjuin dtolak trs payahh,0,0.9999139308929443,Negative
2510,laku bayar metode kartu kredit mandiri,0,0.9962269067764282,Negative
2511,bayar ga pernah telat paylaternya matiin,0,0.9999295473098755,Negative
2517,sangat betul kecewa sama layan kalian gk sesuai jam berangkat pemberitahuan apa bandara pesawat uda berangkat padahal waktu menit beli tiket baru,0,0.9999256134033203,Negative
2520,lag mulu beranda banyak bug,0,0.9999239444732666,Negative
2521,aplikasiii anjinggg beli tiket cancel sama maskapai sendiri yg persulittt anjinggg,0,0.9998742341995239,Negative
2522,sangat korperatif pakai situs payah aman murah masa beli tiket bobol sama bot padahal tiket com aplikasi besar masalah tiket kecewa banget kecewa mending gausah deh lo make make jual tiket konser muak,0,0.9999239444732666,Negative
2524,kecewa pesan tiket kereta sesuai deskripsi tulis ekonomi premium sy sdh bayar sesuai hrga dapat ekonomi biasa saran jngn pernah pesan tiket sini,0,0.9992503523826599,Negative
2529,aplikasi mah manfaat banyak promo bahkan diskon masalah refund ubah jadwal aplikasi harus sih lebih mudah praktis moga depan baik,1,0.9983165264129639,Positive
2530,paylater tolak mulu kalau gak ngasi utang gak usah adain sistem paylater,0,0.9999368190765381,Negative
2534,engga ngerti engga klik lanjut bayar pas pesan tiket islamic book fair,0,0.9998910427093506,Negative
2535,udh beli tiket vidio udh bayar terus tunggu bayar bukti transfer salah bagi digit nya bayar,0,0.9998674392700195,Negative
2537,aplikasi broken bayar tiket paylater muncul koneksi internet terus wa email telpon cs gak solusi,0,0.9999256134033203,Negative
2539,pesan tiket pesawat kadaluarsa bayar pesan suruh bayar dulu pesan kadaluarsa bikin pesan ga kek mana cuuq maksud,0,0.9999091625213623,Negative
2541,in aplikasi kagk jelas lama harga tgl udh murah beda eeehhhh klik w milih tgl malah mahaaaaaaal poooool,0,0.9999065399169922,Negative
2543,proses refund susah tele tele,0,0.9999140501022339,Negative
2544,suara call center ga dengar jelas kayak ga niat buat layan call center respon email jawab hari lalu beli tiket kartu kredit kadang ga jelek,0,0.9999295473098755,Negative
2546,mengecewakn alam pertama kurang enak sdh trf ga konfirmasi sdh bayar malah pesan nya kadaluarsa ga mw pakai aplikasi sdh jam lalu tiket padahal sdh bayar,0,0.9999345541000366,Negative
2548,apk paling ngeselin e tiket masuk cs hubung balas padahal aku udah bayar sini aku beli gak minta,0,0.9999381303787231,Negative
2549,laku bayar tiket pesawat pemberitahuan bayar jam cek tiket yg pesan kadaluarsa padahal tiket bayar uang potong cs nya guna sama sekali hubung email tanggap sama sekali bayar tiket mahal mahal uang potong tiket terbit jelas,0,0.9998778104782104,Negative
2550,waktu mau pesan hotel email blm isi ketik alamat email colum email readonly padahal wajib isi,0,0.9999319314956665,Negative
2551,tagl agustus grobogan jogja nyampe inap golden inna pihak hotel bekerjasama kembali uang karna bayar fulll,0,0.9996799230575562,Negative
2552,nyata harga aplikasi banyak yg lebih murah,1,0.9993398785591125,Positive
2553,apasih ga nyambung aplikasi mo sen tiket pesawat malah kolom data mesan email klik alhasil ga sen ganti lha programer appnya jelek mau komplen cs login dlu login ga data eror mulu gmna mo laku jual mu klo eror sana sini appnya,0,0.9999349117279053,Negative
2558,iklan nya muncul terus padahal udah download bodoh bet,0,0.9999337196350098,Negative
2562,bintang satu ga info ngirim kritik saran,0,0.99991774559021,Negative
2564,parah mahal banget padang jt parah orang kangen mahal banget coba aja k tiap bulan naik pesawat,0,0.9999264478683472,Negative
2569,gagal terus bayar paylater koneksi internet bagus memang parah,0,0.9999200105667114,Negative
2570,bayar laku tiket kirim please jangan korban aplikasi kurang bagus sangat buruk,0,0.999927282333374,Negative
2571,reload terus koin jg hilang gak sm sekali mau edit profil tetep aja gak bs smoga tindak biar guna kecewa bikin aplikasi kok gak bs pakai gak,0,0.9999328851699829,Negative
2572,mau tanya apa sih kode promo d pakai ulang kali,0,0.9999032020568848,Negative
2578,parah sih laku boking pas bayar tgl beda,0,0.9999315738677979,Negative
2579,customer mau reschedule tambah biaya kalau maskapai enak rubah jadwal terbang kompensasi,0,0.9998782873153687,Negative
2580,maaf min aku udah berapa kali alami masalah bagi nonton streaming nya kata kalau pakai indihome guna vpn pakai tetap eror jaring wifi data seluler lancar butuh saran bagaimana cara eror udah jadi beberapa kali bukan cuma sekali terimakasih min,0,0.999907374382019,Negative
2582,mudah bagus ga ribet good job,0,0.9998756647109985,Negative
2586,alam sangat buruk guna aplikasi beli tiket online taman safari padahal alas jelas buka tutup jalan pihak polisi bijak reschedule beli tiket mending aplikasi lebih amanah,0,0.9998692274093628,Negative
2592,sangat kecewa villa penuh pes minta refund lama sekali hati buat kalian klo mau pesan pakai apl pesan malah zonk hotel villa penuh moga jadi sama kalian rencana libur beranta,0,0.9999372959136963,Negative
2593,xyfcwucyc cm uud ww a,0,0.9999220371246338,Negative
2595,kembali uang transfer booking hotel tiba hotel hotel nya penuh,0,0.9999085664749146,Negative
2598,pertama udah booking tulis jam khusus tetep aja gak dua kamar sedia jam khusus nyata kamar penuh padahal udah transfer semua terus gimana udah jalan jauh lakok kayak gin,0,0.9999351501464844,Negative
2599,my trip my adventure my happinest,0,0.9965164661407471,Negative
2600,mohon hormat tiket com yg amanah klo dlm jual beli jngan rugi kecewa consumen waktu refun tiket covid bilang d tuju sama maskapai malindo data bukti yg d aju d scan tp apa yg benar pihak maskapai kembali uang tiket sebut puhak tiket com pd tgl april detik uang bukti langsung maskapai malindonya kalo uang tiket tlh d kembali,1,0.9939500093460083,Positive
2602,kurang ga promo sama sekali beli tiket pesawat,0,0.9999178647994995,Negative
2603,mudah guna cs fast respon,0,0.999841570854187,Negative
2606,payah lebih baik guna traveloka,1,0.994869589805603,Positive
2607,yg lanjut bayar bagi menu selesai hitung waktu mundur warna merah tdk gulir atas bawah parah user interface nya nyaman kemaren sblm update aplikasi,0,0.9997711777687073,Negative
2608,semua jadi mudah berkat aplikasi tiket moga makin sukses,1,0.9998601675033569,Positive
2609,aplikasi tiket murah baik jamin,1,0.9997232556343079,Positive
2611,cepat respon cs nya selalu beri promo diskon,1,0.9997281432151794,Positive
2612,mantapppppp lebih pro banding tetangga belah lanjut promo yahud nya sip sip,1,0.9985381364822388,Positive
2613,layan slowrespon chek in online sulit admin costumer service nya ngelempar kesana kesini gak rekomen nih aplikasi,0,0.9999357461929321,Negative
2614,download cuman beli timet sepakbola sih wkwkw,0,0.9999091625213623,Negative
2616,kecewa ngga aju refund reschedule lalu aplikasi lalu browser itu kalo ngajuin proses via browser hape bolak balik tawar install aplikasi kalian ngga apa aplikasi kalian uninstall aku re install kalian nyata bug nya selesai hubung aku ngerti banget keluh sini bakal balas autobot sekali aja kasih bintang kecil mungkin tim admin kalian manusia baca,0,0.9999284744262695,Negative
2617,alhamdulillah aplikasi sangat bantu mudah mesan tiket trims moga banyak oarang suka apk,1,0.9998041987419128,Positive
2619,proses refund selesai dana transfer jangan remeh lah,0,0.999893307685852,Negative
2621,kok stasiun cikarang jalan jauh bekas dulu,0,0.9999324083328247,Negative
2625,kualitas asu lihat harga murah kalender harga yg murah salah satu tanggal pilih tanggal sebut dng harga harap hargannya jd beda lebih mahal sesuai kalender b,1,0.960378885269165,Positive
2627,aplikasi sayang simple gunainnya metode bayar banyak pilih moga makin bagus layan nya,1,0.5711105465888977,Positive
2634,masa tiket sepak bola habis mulu ga logic,0,0.9999125003814697,Negative
2635,pas cek tiket pas login tutup pintu luar,0,0.9998677968978882,Negative
2636,kecewa sekaliii waktu mau nonton video yg udh beli malah error jadi buang waktu kan nunggu dibenerin waktu udh diplay malah play tengah ga dr awal bener bikin waktu buang apagi cuma akses hari play video,0,0.9999409914016724,Negative
2637,apa aplikasi percaya takut ny pas pesan hotel penuh terdaptar,0,0.9999284744262695,Negative
2638,jul issued tiket dah bayar jam malam kurang menit tp hingga jam jul ga jelas kode booking nya dah suruh nunggu dr jam terus suruh tunggu hi gga jam terus pas telpon dinsuruh tunggu lgi jam jam bom proses gilaaaaaa payah banget dah habisin waktu sia ga hasil,0,0.9999340772628784,Negative
2639,tingkat terus aman transaksi terima kasih,1,0.9994276165962219,Positive
2642,aku suka aplikasi iklan nya ganggu banget aplikasi jelek,0,0.9999337196350098,Negative
2643,payletter nonaktif padahal tak pakai buat apa tak,0,0.9999027252197266,Negative
2645,promo selalu nipu promonya pot pake ovo ovo top up jt tau cuma rb awal gak cek suruh topup dulu kacau,0,0.9999363422393799,Negative
2646,apk mudah bila pergi mana,1,0.8673820495605469,Positive
2647,gak apa apa aplikasi hotel tiket kereta api hotel pesawat indonesia,0,0.9956194758415222,Negative
2648,aplikasi sangat bantu utk cari tiket pesawat dgn harga baik promo diskon nya,1,0.9998412132263184,Positive
2649,bilang harga murah promo nyata harga paling mahal nyesel download nya mahal banding yg tiket pesawat harga promo sama aja,0,0.9998797178268433,Negative
2650,saran mohon tambah fitur mesan tiket pesawat multikota aplikasi belah terimakasih,0,0.9998921155929565,Negative
2652,jangan download nyusahin guna doang,0,0.999891996383667,Negative
2653,aplikasi yg sangat buruk auto uninstall,0,0.9998753070831299,Negative
2654,sangat bantu cari hotel harga jangkau serta promo discount nya yg banyak,1,0.9997426867485046,Positive
2657,ga pakek aplikasi ain paylater telat dikit aja neror nya ga karuan tagih dikit nerornya kayak tagih ratus juta aja aplikasi belah tagih lebih banyak nelat bulan aja ga segitunya kalo neror aplikasi lebay,0,0.9999370574951172,Negative
2658,masalah point aja harsunya berapa jumlah guna kurang biaya mesan tiket jng rbu baru guna padahal buat langgan berapa point ngurangi nominal sangat senang gk nunggu ribu dulu,0,0.9999339580535889,Negative
2659,awal pakai cicil selalu lancar tau limit beku coba hubung cs jawab bijak analisis salah satu kekuranganya,0,0.9995735287666321,Negative
2661,gimana sebernya mulai tadi sajaa,0,0.9999212026596069,Negative
2665,terlmakasi atas tiket memang nyata,1,0.9981635212898254,Positive
2666,aplikasi recomended masa hotel penuh booking jauh datang hotel pas sampe hotel kamar penuh kondisi tengah malam sangat cape jalan jauh konfirmasi pihak aplikasi sangat kecewa saran jangan pake aplikasi,0,0.9999351501464844,Negative
2668,nyesel pakai aplikasi sen hotel tgl juli pas keluar vouchernya tgl juli mau refund uang dibalikin persen pdahal baru aja pes inti aplikasi kalah jauh dg aplikasi yg jenis,0,0.9999107122421265,Negative
2670,kali kali ajuin paylater gk tuju terus uninstall aja yaa,0,0.9999278783798218,Negative
2671,bilah tiket maskapai langsung aplikasi nya jngn lalu agen gakjelas,0,0.9999212026596069,Negative
2672,upgrade elite reward tdk jelas customer care tdk jelas,0,0.9999287128448486,Negative
2674,minggu informasi lebih lanjut kena transaksi hasil jadi tagih tagih nya bayar lebih takut akun masalah coba minta bantu csnya informasi moga dana kembali cepat,0,0.9996274709701538,Negative
2675,paraaaaaahhh sdh laku bayar tp e tiket ga terbit aju gaa d gubris,0,0.9999231100082397,Negative
2680,blm apa baru aja dpt limit non aktif kan kayak nyo cm minta download aja konfirmasi malah oper sana sini payah,0,0.9999285936355591,Negative
2682,sangat rekomended tp blom bantu,0,0.9998544454574585,Negative
2684,kapan paylater nya buka langgan yg kota pekanbaru,1,0.9901013374328613,Positive
2686,tdk bs milih kursi ka lokal keluar tiket kursi maksud gw diri gitu kereta,0,0.9999350309371948,Negative
2688,guna app sangat mudah simple,0,0.9998540878295898,Negative
2690,dlu bintang nyaa sy mau nanyaa klo cra ngmbil tiket bandara nya gimana y jawab karna sya berangkat besok jam pagi,0,0.9998735189437866,Negative
2691,bagus cepat tdk kecewa jauh mudah an tdk ubah,0,0.9998797178268433,Negative
2694,kk n hhh hhhghghhhhhh hh tak sama aku minta,0,0.9998636245727539,Negative
2695,sangat bantu bagus sekali fitur cek in online utk semua maskapai,1,0.9997592568397522,Positive
2696,gimana yaa bulan mau bayar paylater jaring sedia cek,0,0.9997677206993103,Negative
2697,wah mantappp pakai paylaternya meski ga paham multipaymentnya krn semua limit bulan tahun tetap sama wkwkww,1,0.9991187453269958,Positive
2698,app lol harga teera tanggal beda sama harga pas udah mau booking app rusak l o l,0,0.99991774559021,Negative
2700,sangat bantu langgan layan prima s ex,0,0.9997401833534241,Negative
2701,mau coba aplikasi kalow pnghasilan yg ssuai kmmpuan sy lanjut klow tdk aut aja,0,0.9995396137237549,Negative
2706,tiket dot com sdh mlakukan pnipuan sama psen hotel trus g jdi skr uang blm kembali ktanya dh transfer trus minta transaksi bank dh kasih tpi msh blm jga transfer bagaimana jgn gunain aplikasi entr dtipu kyk,0,0.9999184608459473,Negative
2714,promo dapat diskon ribu bayar via ovo realitanya laku bayar via ovo klik,1,0.9997684359550476,Positive
2715,woi enggak dilihatin berapa banyak tiket sedia kalau habis gin kan sial an,0,0.9999301433563232,Negative
2716,pesan tiket nama belakang nama jadi double tiket jawab segera,0,0.9998045563697815,Negative
2717,masalah sama mesan tiket kereta api kolom stasiun berangkat tuju fungsi pilih stasiun ttp aja kosong email cs selesai update sama aj,0,0.9999169111251831,Negative
2718,xxxxxxxxxxxxxxxxxxxxd cc cct xxxx cfc cc cct xxxx fcc c hi vhg gg gcc xxxxzzz,1,0.9927024841308594,Positive
2721,aplikasi bilang cek in dhitung kena mlm walaupun booking d jam tengah mlm sampe hotel dtolak uang dkembalikan jangan pake aplikasi sya rekomndasikan,0,0.9999210834503174,Negative
2724,gak bisq sen tiket kai cupu,0,0.9999061822891235,Negative
2725,kurang bagus pesan hotel bayar proses konfirmasi tuju proses batal uang,0,0.9999135732650757,Negative
2726,buka metode bayar kok cuma bayar via bca ovo kalau memang benar arti bukan langgan aplikasi,0,0.9998588562011719,Negative
2727,baru instal tgl juli skrg sdh minta instal,0,0.999882698059082,Negative
2730,lot harga lebih mahal pilih tiket pesawat hotel sangat sedikit jadi uninstall aja,0,0.99991774559021,Negative
2734,memek kontol asu anjing csfe dcodhdchev uchzfizfuzigdiydphfditgsitsitsitsitsiydkgdkhdlhdoydoydoydoydotdkydoydoydoydtsitdiyditsitsitstiditdiydiyddiydykdiydtisitstistisitstistisitstisjgsjtstisitsutsitstistisitsitstsitstististsitsitstisitsitsitsitstisutstisutsutsutsutsutsursitsitsitsitstieitetisitsitstisitsyoskydoydoydyodyditdidtitditddtisitsitdiditstsstisoystidjfsitsitstisitsitdtiditdiyeitdiyditeutwutsjrsfjsrjsstusisttstieitetwtiwsitssitssitditditdyiditdiyddyodoyddgdoydogdoyoyddoydiydydiyditdtidit,0,0.9998825788497925,Negative
2736,sangat bagus sangat bantu pergi libur,0,0.9999017715454102,Negative
2739,ditambahin dong bis jangan cuma kereta pesawat,0,0.9999252557754517,Negative
2741,sangat kecewa sdh pesan kamar oyo bayar nyata hotel pesan sangat sangat kecewa dmna bawa bayi lansia,0,0.999940037727356,Negative
2742,harga baik fitur sangat mudah paham,0,0.9918230175971985,Negative
2743,payah stiap nnton livestreaming skrg suka buffer tros padahal paket bnyk sinyal full dulu aman aja,0,0.9999096393585205,Negative
2747,aqu asrioktavianus paling orang yg setia sayang banget sama temen juang paleng unnik lucu guyonanya jadi kagum biar gak galalo apa hidup cuman sekali buat susah susah tiada guna senang senang yok senang teman yg catik caep bapak ibuda mupung sepat sehat semua uang katong sehat selalu kang masbroo yok gembira riya setosa indonesa merdeka bebas bahaya apa sakit hati orang banyak sk,1,0.9997956156730652,Positive
2749,aju paylater susah banget coba coba uninstall,0,0.999941349029541,Negative
2750,sen tiket kereta u cepet simple akurat moga percaya good,1,0.9997640252113342,Positive
2752,maaf sebernarnya ngak mau instal aplikasi orang kampung ngak mana skali mohon,0,0.9999314546585083,Negative
2756,selalu sj sy mau booking masalah hrg tdk bs klik sprt trouble heran bngt aplikasi buruk,0,0.9999258518218994,Negative
2759,sini aplikasi tipu sy uadah pernah beli tiket udah tranfer lalu jamin juta,0,0.9998679161071777,Negative
2760,cs nya payah paham masalah konsumen respon nya sangat lambat kali order proses bayar akhir sesi wkt bayar habis coba pesan harga naik mantap aplikasi nya hebat bikin konsumen emosi jiwa raga,0,0.999923825263977,Negative
2761,harga tiket pesawat roket jdi mikir lgi klu gin nae kapal laut aja,0,0.9995738863945007,Negative
2764,percaya sukses selalu moga makin banyak guna tingkat terus layan banyak kerja sama hotel budget guna makin banyak pilih,1,0.9996621608734131,Positive
2769,gmna si aplikasi pesan kamar laku transfer malah pas mesan eror uang udh masuk aplikasi bayar,0,0.999914288520813,Negative
2772,kasih rating dulu soal coba dulu,0,0.9998935461044312,Negative
2773,simpel aja hak wajib penuh,0,0.9998530149459839,Negative
2776,good app please give us good service thanks,0,0.999729573726654,Negative
2777,baik bgus tni polri guru dokter dosen mabah sarjana hukum sarjana akuntansi sarjana kimia parmasi bidan guru turki banda aceh porlandia afganistan hidia amerika spanyol balreit bombay turky spanyol cina tiongkok fulau bal kokono cicago cili cocoa cicago bahreit bajre kompoi hunttu barat huntu tengah huntu selatan korea jakarta pusat jakarta barat afganistan mekah cicago tamplon tatal burkey cocolim cocoka,0,0.999810516834259,Negative
2778,gimana sih kok tiket u stadion bekas muncul satu per satu maksud gimana sebentar tiket habis tiba tiba muncul tiba tiba habis gak beres inimah,0,0.9999345541000366,Negative
2779,coba ja dulu lg tahu nih gmna jdinya udah apdet,0,0.9998326301574707,Negative
2782,penting benah min beli kai local nama tumpang rubah cuma no ktp aja kalo beli nama orang klo mau beli tumpang jngn langsung nge link nama akun min mksh,0,0.999854326248169,Negative
2783,c pp lll ll lol p,0,0.9988607168197632,Negative
2785,bner kecewa bangt udah datang jauh gak tau nya sampe lokasi malah full padahal udah booking kata minta relokasiin gak tau nya gak refund mana udah larut malam aplikasi bneer bikin orang sengsara,0,0.9999408721923828,Negative
2786,cari tiket pesawat susah gk kayak belah,0,0.999919056892395,Negative
2788,aplikasi jahanam aplikasi telantar orang pergi jauh,0,0.9998646974563599,Negative
2789,bintang dulu deh buat app nyesel daftar paylater sini udh approve limit gede gak dipake alas bijak pihak paylater nya mending traveloka aja semua nya gampang varian hotel app dikit bgt gak kaya traveloka ribet dah sumpah baru pertama kali nemu app travel seribet,0,0.9997439980506897,Negative
2790,pilih pas kalau mau mana haha,0,0.9998905658721924,Negative
2794,ati ati jangan makan uang haram hasil nipu ingat hidup dunia gag lama suami pesan hotel udah bayar paa cari hotel gag astagfirullah moga allah balas,0,0.9998226761817932,Negative
2795,dah mau liat my order tulis kok ganggu server ,0,0.9999300241470337,Negative
2796,apk jelek kurang respon kurang tanggap,0,0.9999356269836426,Negative
2798,mau pesan tiket buat nonton piala aff u gk buat bayar yah dong baik,0,0.9999210834503174,Negative
2802,waktu check in sdh lewat jual lokasi check in gerbang sdh kunci komplain alas waktu check in sdh lewat,0,0.999919056892395,Negative
2806,sangat kecewa pesan kamar nyata lokasi kamar penuh kata kelola data slot oyo slot app telantar orang pergi jauh mana app kontak cs nya mau refund sulit,0,0.9999299049377441,Negative
2807,baru kali refund order sulit padahal jelas salah pihak hotel harga lokasi sama aplikasi beda malah bilang penuh padahal aplikasi sulit soal kembali dana refund baik pihak aplikasi pihak hotel kalau seprti indikasi tipu bayang kalau orang sperti hari bahkan jam nya order hotel pakai hotel nya minta pihak aplikasi tindak tegas hotel mresahkn,0,0.9999244213104248,Negative
2808,mau sen tiket dewa pas mau bayar malah ga pencet sih,0,0.9999216794967651,Negative
